Cycle_Index,Discharge_Capacity
0,1.0811730768304668
1,1.0841157292619172
2,1.0854194458081847
3,1.0861609849300455
4,1.0865688832632452
5,1.0869544908624482
6,1.0872240066581522
7,1.0874278101450188
8,1.0875488509618518
9,1.087655226566193
10,1.087740176802295
11,1.087805507227279
12,1.0878047031149423
13,1.0878603115334597
14,1.0878673530726846
15,1.0878971548645793
16,1.087923643750338
17,1.0879156466680782
18,1.08789411354737
19,1.0879016206743692
20,1.0879235230917335
21,1.0879277043501172
22,1.0879186265504281
23,1.0879018752166523
24,1.0878466661444932
25,1.0878428207149478
26,1.0878432976389794
27,1.0878653597117147
28,1.087858004390696
29,1.0878564912062005
30,1.0878409752290592
31,1.0877982426087272
32,1.0878396037088829
33,1.0877890817305884
34,1.0877716497075545
35,1.0877786989710765
36,1.087773797304276
37,1.087739437398717
38,1.0876935805078203
39,1.0876663497075545
40,1.0876374522500127
41,1.0875827807298362
42,1.0875561586264475
43,1.087526626353226
44,1.0875264339524289
45,1.0875161541106577
46,1.0875031613627506
47,1.0874264502485091
48,1.0874500844105472
49,1.0874338952746005
50,1.087564980992431
51,1.0879029506361981
52,1.0880660972603393
53,1.0882211866183025
54,1.0882944542199868
55,1.0881917919939856
56,1.0874465868403185
57,1.0872860179189439
58,1.0872418047344485
59,1.0871984296023118
60,1.0871492017197861
61,1.0871361891325888
62,1.0870949507331202
63,1.0870461696967526
64,1.0870092852704405
65,1.0869795995244382
66,1.0869630310189242
67,1.0869003824777943
68,1.086854220627075
69,1.0868168238919254
70,1.086773072461227
71,1.0866964080680495
72,1.0866637647087583
73,1.0866302805326342
74,1.0865297424802756
75,1.0865640663755587
76,1.086527553219235
77,1.0864791494821804
78,1.0864777690431109
79,1.0864057143193904
80,1.0863903744469658
81,1.086332208386988
82,1.0863401694871433
83,1.0862468871310853
84,1.0862285436467
85,1.0861820699593476
86,1.0861487947302884
87,1.0861016284201224
88,1.086057667069779
89,1.0860059453135007
90,1.0859849482030688
91,1.0859540165553172
92,1.085903566069027
93,1.085882971848164
94,1.0858507619566906
95,1.08580819156236
96,1.0857732598864367
97,1.0857237808921514
98,1.0856443399502245
99,1.0856077086777545
100,1.0855873281417625
101,1.0855427856299578
102,1.0855078995368452
103,1.0854630681111095
104,1.0854141612342987
105,1.0853524619566906
106,1.0853204706535677
107,1.0852665902144982
108,1.0851872330734136
109,1.0851668942986628
110,1.085166446007721
111,1.0851378859770677
112,1.0851105077051744
113,1.0850599868245538
114,1.0850139334486955
115,1.0849687084557385
116,1.084899662776005
117,1.0848677438123728
118,1.0847951980357173
119,1.0847772899361385
120,1.0847477247236466
121,1.0846859480498032
122,1.084630992353503
123,1.0846281928538786
124,1.0845758242514423
125,1.0845356869214762
126,1.0844118693057059
127,1.0844066324479433
128,1.084310178599881
129,1.0842756004530818
130,1.0842378177217418
131,1.0841849032175561
132,1.084174238130158
133,1.08407183850544
134,1.0840295255711327
135,1.083958678474787
136,1.0838822663879657
137,1.083831761553237
138,1.0837821084275667
139,1.0837578486471013
140,1.0837274828091394
141,1.0836602228066583
142,1.083620195396337
143,1.0835725639987732
144,1.0834871716948984
145,1.0834189851295817
146,1.0833689296834692
147,1.0833156573721503
148,1.0832843672636234
149,1.0832372753350306
150,1.0831562014256617
151,1.0831229981608115
152,1.0830572492725712
153,1.0830458392278324
154,1.0829420526343438
155,1.0829158099974447
156,1.0828736390745666
157,1.0828288739871685
158,1.0827534669852636
159,1.0826609499667916
160,1.0826054050376224
161,1.0825361916311105
162,1.0824676731678542
163,1.0824216483969133
164,1.0823734964658391
165,1.082348563151287
166,1.0823941627072546
167,1.082521921264952
168,1.0825417433401687
169,1.0824193952430712
170,1.082236469027346
171,1.082039901897866
172,1.0819184295583752
173,1.081871916208207
174,1.0819860994117512
175,1.082089013540655
176,1.0821691356158716
177,1.0821548775022067
178,1.082075230155673
179,1.081982194895961
180,1.081883969652816
181,1.0817268662065282
182,1.0814676417421187
183,1.0813143448131246
184,1.0812437491474771
185,1.0811436432432464
186,1.0810913991615632
187,1.0810197270440884
188,1.0809498682362035
189,1.0808715482999913
190,1.0808058106229148
191,1.0807265020511316
192,1.0807033682362033
193,1.080691530434033
194,1.0807088297398126
195,1.0807797094564902
196,1.0808570607339227
197,1.0807851824338577
198,1.080608266109606
