Cycle_Index,Discharge_Capacity
0,1.0568882826275514
1,1.0611790694823755
2,1.0606615175199061
3,1.0625549164103312
4,1.0632550759584958
5,1.063555916550429
6,1.0640552863797699
7,1.0631174814375202
8,1.0644690527607035
9,1.0647726452430561
10,1.0650897023321042
11,1.0653023841488123
12,1.065618360138053
13,1.0657816062090104
14,1.0659272598376432
15,1.0662322282652055
16,1.0661780749930214
17,1.0662890351460081
18,1.0665000461721044
19,1.0664750825947276
20,1.0665585238435191
21,1.0667568565173255
22,1.0665990159454062
23,1.0664854021838006
24,1.0666693857147052
25,1.0667139073704208
26,1.066733662012361
27,1.0668938613474968
28,1.066865556188896
29,1.0668255554960127
30,1.066814744497936
31,1.066788404975349
32,1.0669199060246817
33,1.0668411823023232
34,1.066951847609908
35,1.0671795665421226
36,1.0671049706553937
37,1.0672189775442018
38,1.067408956264949
39,1.0672735239435889
40,1.067178190596913
41,1.0673517562569437
42,1.0671746524520878
43,1.0672429583035719
44,1.0673041878654062
45,1.067190475822
46,1.0672192723896043
47,1.0671692469530494
48,1.0670826606866355
49,1.0672375528045337
50,1.0672508208476277
51,1.0671780923151122
52,1.0673780957795305
53,1.0671111624088379
54,1.0670498345652029
55,1.067205709501108
56,1.0670614318176848
57,1.0670905232306913
58,1.067168755544046
59,1.067051996764818
60,1.0671732765068782
61,1.067357849728587
62,1.067150868256319
63,1.0671954881938355
64,1.0672380442135374
65,1.0671586325185742
66,1.0672026627652866
67,1.0672704772077675
68,1.0671903775401994
69,1.0672635974817184
70,1.067164136299413
71,1.067039023567126
72,1.0671606964363887
73,1.0670847246044501
74,1.0670550435006398
75,1.0671586325185742
76,1.066997941774435
77,1.0669876221853618
78,1.067042266866549
79,1.0668674235431095
80,1.0668709616879346
81,1.0668983823103286
82,1.0668141548071315
83,1.0667367087481827
84,1.0669118469170242
85,1.0668496345371836
86,1.066829585049841
87,1.0669191197702759
88,1.0668479637465715
89,1.0669097829992098
90,1.0668585781810467
91,1.0667915499929714
92,1.0667642276523777
93,1.066652579526786
94,1.0665835857026968
95,1.06662348811378
96,1.0664022557804111
97,1.066453165753172
98,1.066735922493777
99,1.0665917430921548
100,1.0665743472134313
101,1.0664907094010383
102,1.0663024997527037
103,1.066274489439505
104,1.0662563073063762
105,1.0662140461320764
106,1.0661926206995245
107,1.066155863306064
108,1.0662626956234216
109,1.0663897739917225
110,1.0662723272398895
111,1.0660631835680068
112,1.0662144392592792
113,1.066064166386014
114,1.0660718323664682
115,1.066131489419491
116,1.0647371655130047
117,1.0658512880057045
118,1.065884900381543
119,1.0656499085960764
120,1.0656439134062339
121,1.064452050009183
122,1.0656018487955357
123,1.0656170824746438
124,1.0655742316095398
125,1.0653788473897545
126,1.0641824630298715
127,1.0652824329432709
128,1.0651913257140249
129,1.0651990899762802
130,1.0651002184847789
131,1.0639437365359787
132,1.0653118192016793
133,1.065107687901632
134,1.0652127511465768
135,1.0652471497768206
136,1.063851843052327
137,1.0649456212122828
138,1.064987685822981
139,1.0647728418066575
140,1.0647304823505572
141,1.0635462849339608
142,1.0645829613677114
143,1.0645267441777124
144,1.0645124933166117
145,1.0643982898642017
146,1.0632810223538798
147,1.064338534529378
148,1.0643154383062146
149,1.064289295347229
150,1.064000739980383
151,1.0628065178201151
152,1.0640945991000483
153,1.0638714994124663
154,1.0638791653929207
155,1.0639341049195103
156,1.0626544758744372
157,1.063872285666872
158,1.0638427028448625
159,1.06365478804193
160,1.0635344911178768
161,1.0635729193019492
162,1.0634546862957113
163,1.0633962086242963
164,1.063294880087778
165,1.0632823000172886
166,1.0632636264751565
167,1.0630320745527144
168,1.0629909927600232
169,1.0630608711203187
170,1.062870990681372
171,1.0628178202271954
172,1.0629760539263173
173,1.0626599796552763
174,1.0624676421713122
175,1.0625043012829722
176,1.0623402689576094
177,1.0622741253057402
178,1.0622734373331353
179,1.0621867527849207
180,1.062152354154677
181,1.0621820352584874
182,1.0620270448587883
183,1.0619410482831784
184,1.0619042908897178
185,1.0616877760827825
186,1.061679323847923
187,1.0616059073428021
188,1.0615217781214057
189,1.061581042047226
190,1.0612749925198557
191,1.0611342529812577
192,1.0612237877016926
193,1.0610378385347743
194,1.0610343986717496
195,1.061074890773637
196,1.0608869759707047
197,1.0606542446666543
198,1.060647856349609
199,1.06046603501832
200,1.060389768340979
201,1.06034475527626
202,1.0601358081679781
203,1.0601970377298124
204,1.060138756621999
205,1.0600640624534696
206,1.0601055373733637
207,1.0599075978267603
208,1.0597828782216756
209,1.0599191950792424
210,1.0596256273405606
211,1.0595164362599865
212,1.0595411049919614
213,1.0593200692221942
214,1.0592689626858318
215,1.0591413929085274
216,1.058964485667273
217,1.0589505296515738
218,1.058905123459652
219,1.058774408664725
220,1.0587143584844994
221,1.0585293921355876
222,1.058396515141046
223,1.0584147955559755
224,1.0581965116766279
225,1.058088696541263
226,1.0580233391437994
227,1.0578941968576843
228,1.0578329672958497
229,1.0579521831200949
230,1.057645249056519
231,1.0576326689860296
232,1.0576484923559417
233,1.0574166455880978
234,1.0574076036624338
235,1.0572529081081365
236,1.0571165912505704
237,1.0568250874297032
238,1.0568098537505954
239,1.0566272461649004
240,1.0565133375578928
241,1.056444933424608
242,1.05632394852795
243,1.056310287357653
244,1.0561825210167473
245,1.0560446316503695
246,1.0559942130866118
247,1.0528368119574245
248,1.0533504326478662
249,1.053793388723607
250,1.0541054334408193
251,1.0541279399731789
252,1.054382391555183
253,1.0542029289871107
254,1.0540968829241586
255,1.054174328983108
256,1.0539754066184976
257,1.0539613523209979
258,1.0540156038749826
259,1.05394896881411
260,1.0538330945710883
261,1.0537747151814745
262,1.0536288649892402
263,1.0534870443508346
264,1.0534226697713784
265,1.0532780972425533
266,1.0532244353793725
267,1.0530831061499706
268,1.0530831061499706
269,1.0531278243692876
270,1.052925756987055
271,1.0527843294758519
272,1.0527944525013242
273,1.0526500765361
274,1.0525398043557181
275,1.0525171012597572
276,1.052281421501686
277,1.051615464020164
278,1.0520116379587732
279,1.0518344358721166
280,1.0517349746898113
281,1.0516346289713001
282,1.0502831559299175
283,1.051415755401148
284,1.0512509368213792
285,1.0510119154820845
286,1.0510103429732736
287,1.049620540029619
288,1.0506724501424776
289,1.050647683128702
290,1.050397064536925
291,1.0502624184699703
292,1.0490672134916956
293,1.0500782383754643
294,1.0498969084531786
295,1.0498000025976912
296,1.0495981317790604
297,1.0482320147493738
298,1.0493231393007103
299,1.0491160595466418
300,1.0490264265444063
301,1.0488282904342014
302,1.047434556218519
303,1.0485781632514277
304,1.0482592388081666
305,1.0481056243536773
306,1.0480855748663354
307,1.0478604112609387
308,1.0476993273895963
309,1.0475212407667336
310,1.0472749465741875
311,1.0471211355560968
312,1.0469580860487406
313,1.0467189664276453
314,1.0465998488852006
315,1.0464065285832298
316,1.0462885904223935
317,1.0462123237450527
318,1.0459550219908285
319,1.045753839144802
320,1.0456724618138247
321,1.045390294764024
322,1.0451725022936798
323,1.045036578563316
324,1.0447226664918903
325,1.0444778465263544
326,1.0443297358527042
327,1.0440586746463822
328,1.0438641749628033
329,1.0436493309464796
330,1.043471440887218
331,1.0433018064992152
332,1.0429659775862343
333,1.042747890270488
334,1.0425345204811747
335,1.0421900427697326
336,1.041932741015508
337,1.041860798737398
338,1.0414970577930187
339,1.0412978405830062
340,1.0412209842148612
341,1.0409035339986104
342,1.0407303614657826
343,1.0404276535196362
344,1.0401233730646786
345,1.039991872015346
346,1.039664790182627
347,1.0393318114418657
348,1.0393014423654507
349,1.038862614125339
350,1.0385352374472179
351,1.038432729529091
352,1.0380303638370378
353,1.0376894242704204
354,1.0376367452252468
355,1.0372070571926002
356,1.0368578619547242
357,1.0365624268618292
358,1.0361235003399174
359,1.0358374020180885
360,1.0355419669251935
361,1.0351691840551507
362,1.0350642190920063
363,1.0346950726485886
364,1.034468336534381
365,1.0343722169332996
366,1.0339232656677162
367,1.0334381466994764
368,1.0333145081941997
369,1.0328288978169564
370,1.0324824544695
371,1.0322501162926525
372,1.0318264234498484
373,1.0314362447010816
374,1.0310840027273842
375,1.0307266501000505
376,1.0302987311398164
377,1.0300472280118327
378,1.0297090403356348
379,1.029455080162634
380,1.0289225893664584
381,1.0272611355256778
382,1.0281582518024388
383,1.0275806496597435
384,1.027158332762149
385,1.0268380323736777
386,1.0252272919420566
387,1.0260739896550604
388,1.0256511813484623
389,1.0253288170421766
390,1.0249746094324648
391,1.0233271116073832
392,1.0240880093083784
393,1.023672768700434
394,1.023133987869014
395,1.022613782297925
396,1.0211599979020174
397,1.0217519491876146
398,1.021194691377663
399,1.0206908988672911
400,1.0202112836798902
401,1.0197626272597091
402,1.0193666498847012
403,1.0186828051154526
404,1.0183264353061257
405,1.017749521136035
406,1.0171210090205782
407,1.0167091099938579
408,1.0160335208958675
409,1.0154584740799901
410,1.0151137015231455
411,1.014528040272793
412,1.014041643641144
413,1.0136445851663285
414,1.0129838366202433
415,1.0124138021762017
416,1.0118886825150781
417,1.0112287202233987
418,1.0106571132705455
419,1.0100382327715576
420,1.009373061544441
421,1.0085469047277829
422,1.0081022778614306
423,1.0074695396285438
424,1.0070004405938178
425,1.006239739456424
426,1.00561299641338
427,1.0050801124900015
428,1.0042397048122425
429,1.003519692340337
430,1.002764298420181
431,1.0020759326881
432,1.0013213250223494
433,1.0004800328083843
434,0.9998247880431382
435,0.9990522930896607
436,0.998446484070165
437,0.9976654386000271
438,0.9969970240734877
439,0.9958801496903684
440,0.9952537997745272
441,0.9944596828248964
442,0.9935352442075417
443,0.9925331629676363
444,0.9918606206054678
445,0.9908921517414007
446,0.990147568819321
447,0.9890928085342421
448,0.9883087163282825
449,0.9870180797215311
450,0.9857429716392899
451,0.9851996698450377
452,0.9845037364143031
453,0.9832291197410652
454,0.9824051349522028
455,0.9799907344081032
456,0.9804221227159019
457,0.9792807958207693
458,0.9782736235835879
459,0.9768566162375004
460,0.9747645898278668
461,0.9748596086727805
462,0.9735862991474921
463,0.9731243353714965
464,0.971670079222945
465,0.969504115414647
466,0.9696077437453018
467,0.968290099299719
468,0.9668917261830436
469,0.9656001952119059
470,0.9630373596642141
471,0.9630557481891242
472,0.9617942226517394
473,0.960545051136702
474,0.9590559934025236
475,0.9567926126733751
476,0.9564444690507665
477,0.9550831776574942
478,0.9536368233657186
479,0.9522641705962858
480,0.9507115441934167
481,0.9496643614351716
482,0.9481012581923484
483,0.9467184037720031
484,0.945228943082442
485,0.9440446178995043
486,0.9424674505310013
487,0.9408147241141225
488,0.9393696573139362
489,0.9378665944231586
490,0.9363456737291944
491,0.9350394987697529
492,0.9335485736813613
493,0.9317132986478681
494,0.9304188487072498
495,0.9289499977112948
496,0.9269979245858534
497,0.9255674428048905
498,0.9241576984838745
499,0.9224443420241459
500,0.9209893782466293
501,0.9194239850378497
502,0.917522753087909
503,0.9159725345891571
504,0.9143251940149564
505,0.9128716946362703
506,0.9109876914859916
507,0.909357982666836
508,0.907886025965979
509,0.9064046440404353
510,0.9046582943802125
511,0.90289929585224
512,0.9013725175629544
513,0.8996501879748221
514,0.8977681701169177
515,0.8964063578301013
516,0.8932888197992764
517,0.8928096272236187
518,0.8908853776759544
519,0.8894155340338126
520,0.8875996499995968
521,0.8859045051575372
522,0.8840964148701169
523,0.8822800099423576
524,0.8807259289688381
525,0.8789129835604633
526,0.8770847946448004
527,0.8751777738967985
528,0.8736390936814483
529,0.8717235715576862
530,0.870078393183101
531,0.8685359094620637
532,0.8663200479835521
533,0.8651084201163809
534,0.8629018659243951
535,0.8612097088490767
536,0.859181713032597
537,0.857524003728423
538,0.85545183024253
539,0.8538488344168039
540,0.8514792012329218
541,0.8502210074485805
542,0.8477926115760618
543,0.8461686424140669
544,0.8436960099030546
545,0.842210883440904
546,0.8397326881799724
547,0.8381946566245067
548,0.8359692421549672
549,0.834108728355055
